	1	3	17	22	39	54	56	5	11	29	40	24	36	13	38	19	2	6	9	10	14	18	28	20	31	25	43	23	37	33	4	7	15	21	32	8	16	26	34	12	max_id	max_norm	cohort
C3N.01998.T	False																False														False									False	2	0.6510017	PDAC
C3L.04080.T	False																False														False									False	2	0.6844024	PDAC
C3L.01971.T	False																False														False									False	2	0.6558001	PDAC
C3N.03440.T	False																False														False									False	2	0.70437545	PDAC
C3L.01637.T	False																False														False									False	2	0.5985943	PDAC
C3N.01382.T	False																False														False									False	2	0.65101904	PDAC
C3L.02115.T	False																False														False									False	2	0.56223357	PDAC
C3N.01997.T	False																False														False									False	2	0.67761755	PDAC
C3N.00517.T	False																False														False									False	2	0.67312187	PDAC
C3L.01051.T	False																False														False									False	2	0.7064688	PDAC
C3N.01381.T	False																False														False									False	2	0.68602043	PDAC
C3N.01011.T	False																False														False									False	2	0.34895787	PDAC
C3L.02890.T	False																False														False									False	2	0.5233569	PDAC
C3L.00881.T	False																False														False									False	2	0.60454845	PDAC
C3N.00512.T	False																False														False									False	2	0.49983856	PDAC
C3N.03840.T	False																False														False									False	2	0.53972095	PDAC
C3L.03632.T	False																False														False									False	2	0.55871814	PDAC
C3L.01054.T	False																False														False									False	2	0.5338342	PDAC
C3L.02112.T	False																False														False									False	2	0.573621	PDAC
C3L.03266	False																False														True	True	False								15	0.16455951	GBM
C3N.01649	False																False														True	True	False								15	0.24429272	CCRCC
C17OV027	False																False														True	True	False								15	0.16313845	OV
C3L.00781.T	False																False														True	True	False								15	0.19556318	UCEC
C3L.00796	False																False														True	True	False								8	0.25193527	CCRCC
C3L.00814	False																False														True	True	False								8	0.29622552	CCRCC
C3L.00677	False																False														True	True	False								32	0.20039555	GBM
C3N.00550	False																False														True	True	False								15	0.17106347	LUAD
C3L.00447	False																False														True	True	False								15	0.21084507	CCRCC
C3N.00831	False																False														True	True	False								17	0.19223084	CCRCC
C3L.01560	False																False														True	True	False								15	0.3822222	CCRCC
C3L.00183	False																False														True	True	False								15	0.37900212	CCRCC
C3L.01885	False																False														True	True	False								15	0.33711293	CCRCC
C3L.00917	False																False														True	True	False								15	0.32863364	CCRCC
C3L.00792	False																False														True	True	False								15	0.2919059	CCRCC
C3N.01176	False																False														True	True	False								15	0.3320955	CCRCC
C17OV036	False																False														True	True	False								15	0.19029313	OV
C3N.01802.T	False																False														True	True	False								7	0.24920602	UCEC
C3N.00380	False																False														True	True	False								15	0.18004905	CCRCC
C3L.00766	False																False														True	True	False								15	0.2940602	CCRCC
C3N.00495	False																False														True	True	False								15	0.29602358	CCRCC
C3N.01214	False																False														True	True	False								15	0.2722381	CCRCC
X01BR026	False																False														True	True	False								1	0.31300244	BRCA
C3N.00177	False																False														True	True	False								15	0.27425283	CCRCC
C3L.03744	False																False														True	True	False								15	0.29742616	GBM
C3L.00907	False																False														True	True	False								15	0.3219771	CCRCC
C3L.02465	False																False														True	True	False								15	0.2744416	GBM
C3N.00377.T	False																False														True	True	False								15	0.24802765	UCEC
C3N.00168	False																False														True	True	False								15	0.3189031	CCRCC
C3N.00663	False																False														True	True	False								15	0.30178362	GBM
C3L.00674	False																False														True	True	False								15	0.37944153	GBM
C3L.02705	False																False														True	True	False								15	0.3486161	GBM
C3L.01861	False																False														True	True	False								15	0.43823135	CCRCC
C3L.00910	False																False														True	True	False								15	0.37013483	CCRCC
C3N.01524	False																False														True	True	False								15	0.32615036	CCRCC
C3N.01388.T	False																False														True	True	False								15	0.31839228	PDAC
C3N.02785	False																False														True	True	False								15	0.37757778	GBM
MB274_SHH	False																False														True	True	True	False							25	0.31172508	MEDUL
MB284_SHH	False																False														True	True	True	False							21	0.19478856	MEDUL
C3L.01045	False																False														True	True	True	False							20	0.22451457	GBM
MB226_GR3	False																False														True	True	True	False							20	0.18421073	MEDUL
C3L.03727	False																False														True	True	True	False							25	0.18693781	GBM
MB095_GR3	False																False														True	True	True	False							25	0.22801341	MEDUL
MB104_SHH	False																False														True	True	True	False							25	0.2973022	MEDUL
MB234_SHH	False																False														True	True	True	False							25	0.25724193	MEDUL
MB239_SHH	False																False														True	True	True	False							25	0.4222032	MEDUL
MB244_SHH	False																False														True	True	True	False							25	0.48495114	MEDUL
MB102_SHH	False																False														True	True	True	False							25	0.39470425	MEDUL
MB268_SHH	False																False														True	True	True	False							25	0.44596723	MEDUL
C3L.01049	False																False														True	True	True	False							25	0.38861677	GBM
C3N.01364	False																False														True	True	True	False							25	0.29369625	GBM
MB260_GR3	False																False														True	True	True	False							25	0.31670612	MEDUL
C3L.03400	False																False														True	True	True	False							25	0.37236926	GBM
MB170_GR3	False																False														True	True	True	False							25	0.3696911	MEDUL
C3L.01142	False																False														True	True	True	False							25	0.30320626	GBM
C3N.02183	False																False														True	True	True	False							7	0.29788846	GBM
C3L.02704	False																False														True	True	True	False							25	0.15888216	GBM
C3L.03748	False																False														True	True	True	False							25	0.30469173	GBM
C3N.02188	False																False														True	True	True	False							25	0.26539454	GBM
C3N.03183	False																False														True	True	True	False							25	0.24670167	GBM
MB275_SHH	False																False														True	True	True	False							25	0.26496753	MEDUL
C3N.01816	False																False														True	True	True	False							25	0.30732277	GBM
C3N.02784	False																False														True	True	True	False							25	0.31414214	GBM
C3N.01719.T	False																False														True	True	True	True	True						3	0.2758403	PDAC
C3N.01502.T	False																False														True	True	True	True	True						3	0.29167998	PDAC
C3L.00189.T	False																False														True	True	True	True	True						3	0.27447715	PDAC
C3N.03013	False																False														True	True	True	True	True						3	0.25723532	HNSCC
C11CO030	False																False														True	True	True	True	True						33	0.2675999	COAD
C11CO048	False																False														True	True	True	True	True						33	0.29875734	COAD
C11CO051	False																False														True	True	True	True	True						33	0.38569084	COAD
C11CO036	False																False														True	True	True	True	True						33	0.2878549	COAD
C11CO044	False																False														True	True	True	True	True						33	0.2359754	COAD
X11BR006	False																False														True	True	True	True	True						22	0.21027969	BRCA
C05CO033	False																False														True	True	True	True	True						22	0.20435251	COAD
C15OV001	False																False														True	True	True	True	True						30	0.28761223	OV
X11BR038	False																False														True	True	True	True	True						22	0.22192842	BRCA
X18BR009	False																False														True	True	True	True	True						22	0.2176707	BRCA
C04OV008	False																False														True	True	True	True	True						22	0.14842157	OV
X11BR004	False																False														True	True	True	True	True						30	0.20196353	BRCA
C3L.00913	False																False														True	True	True	True	False						30	0.28648937	LUAD
C3L.01302	False																False														True	True	True	True	False						30	0.32042035	CCRCC
C3N.01220	False																False														True	True	True	True	False						30	0.37820116	CCRCC
C3N.01856	False																False														True	True	True	True	False						30	0.31392172	GBM
C3N.01369	False																False														True	True	True	True	False						30	0.36558706	GBM
C3N.02181	False																False														True	True	True	True	False						30	0.4305444	GBM
C05CO003	False																False														True	True	True	True	False						30	0.34575456	COAD
C05CO044	False																False														True	True	True	True	False						30	0.28706858	COAD
C3N.03430.T	False																False														True	True	True	True	False						12	0.23499422	PDAC
C3N.04283.T	False																False														True	True	True	True	False						30	0.27616817	PDAC
C3N.00665	False																False														True	True	True	True	False						25	0.23689741	GBM
C3L.01046	False																False														True	True	True	True	False						25	0.30042994	GBM
C3L.01146	False																False														True	True	True	True	False						25	0.21764185	GBM
C3N.00661	False																False														True	True	True	True	False						15	0.16384578	GBM
C3N.01192	False																False														True	True	True	True	False						25	0.21816456	GBM
C3N.01505	False																False														True	True	True	True	False						25	0.22813411	GBM
C3L.01043	False																False														True	True	True	True	False						25	0.28132302	GBM
C3N.02769	False																False														True	True	True	True	False						30	0.23892322	GBM
C3N.01367	False																False														True	True	True	True	False						25	0.2637035	GBM
C3L.03407	False																False														True	True	True	True	False						25	0.2562543	GBM
C3N.01515	False																False														True	True	True	True	False						25	0.2805986	GBM
C3L.03392	False																False														True	True	True	True	False						30	0.20171233	GBM
C3N.02190	False																False														True	True	True	True	False						25	0.28011248	GBM
C3N.02786	False																False														True	True	True	True	False						25	0.27649578	GBM
C3L.00360	False																False														True	True	True	True	False						16	0.21710807	CCRCC
C3N.01518	False																False														True	True	True	True	False						25	0.34537986	GBM
C3N.01815	False																False														True	True	True	True	False						25	0.28988042	GBM
C3L.02041	False																False														True	False				False					9	0.23935471	GBM
C3L.02900	False																False														True	False				False					9	0.28911477	GBM
C3N.01798	False																False														True	False				False					9	0.26677632	GBM
MB265_GR4	False																False														True	False				False					9	0.21299547	MEDUL
MB269_GR4	False																False														True	False				False					9	0.35202357	MEDUL
MB227_GR4	False																False														True	False				False					9	0.3114337	MEDUL
MB264_GR4	False																False														True	False				False					9	0.35904416	MEDUL
C3L.01156	False																False														True	False				False					20	0.24830256	GBM
C3N.01857	False																False														True	False				False					9	0.35336173	GBM
C3L.02970	False																False														True	False				False					20	0.28238106	GBM
C3N.02255	False																False														True	False				False					20	0.29809082	GBM
C3L.01887	False																False														True	False				False					9	0.48400554	GBM
C3L.03260	False																False														True	False				False					9	0.55289626	GBM
C3N.02770	False																False														True	False				False					9	0.30070242	GBM
C3N.01814	False																False														True	False				False					9	0.3821278	GBM
C3N.02256	False																False														True	False				False					9	0.34419987	GBM
MB174_GR4	False																False														True	False				False					9	0.4491447	MEDUL
C3L.01157	False																False														True	False				False					9	0.51516	GBM
C3L.03387	False																False														True	False				False					9	0.48659533	GBM
C3N.02788	False																False														True	False				False					9	0.6126798	GBM
C3N.02186	False																False														True	False				False					9	0.61809796	GBM
C3N.03188	False																False														True	False				False					9	0.5710542	GBM
C3N.01818	False																False														True	False				False					9	0.39244187	GBM
C3L.02642	False																False														True	False				False					9	0.4504369	GBM
C3L.02984	False																False														True	False				False					9	0.47644153	GBM
C3L.01834	False																False														True	False				False					9	0.4618799	GBM
C3N.03088	False																False														True	False				False					9	0.50841606	GBM
MB270_GR4	False																False														True	False				False					9	0.34096357	MEDUL
MB091_GR4	False																False														True	False				False					9	0.37269714	MEDUL
MB118_GR4	False																False														True	False				False					9	0.4334657	MEDUL
MB136_SHH	False																False														True	False				False					25	0.22311723	MEDUL
C3L.03728	False																False														True	False				False					9	0.2685225	GBM
MB206_SHH	False																False														True	False				False					9	0.33505562	MEDUL
C3N.03186	False																False														True	False				False					9	0.17619985	GBM
MB266_SHH	False																False														True	False				False					9	0.2946264	MEDUL
MB287_SHH	False																False														True	False				False					9	0.25614595	MEDUL
C3N.02783	False																False														True	False				False					22	0.2254154	GBM
C3L.02955	False																False														True	False				False					9	0.27312937	GBM
C3N.03180	False																False														True	False				False					9	0.2616433	GBM
X11BR050	False																False														True	False				True	False		False		22	0.47890234	BRCA
X11BR018	False																False														True	False				True	False		False		22	0.63146406	BRCA
X03BR005	False																False														True	False				True	False		False		22	0.5938003	BRCA
X14BR008	False																False														True	False				True	False		False		22	0.556521	BRCA
X05BR009	False																False														True	False				True	False		False		22	0.5354999	BRCA
X06BR006	False																False														True	False				True	False		False		22	0.4657245	BRCA
C3N.01643	False																False														True	False				True	False		False		22	0.342837	HNSCC
C3L.02508	False																False														True	False				True	False		False		22	0.28561357	LUAD
C3N.00738	False																False														True	False				True	False		False		22	0.32058564	LUAD
C3L.02164	False																False														True	False				True	False		False		22	0.3156148	LSCC
C3N.02998.T	False																False														True	False				True	False		False		22	0.30484164	PDAC
C3N.03670.T	False																False														True	False				True	False		False		22	0.28632915	PDAC
C3N.00846	False																False														True	False				True	False		False		10	0.23133865	HNSCC
C3L.03394.T	False																False														True	False				True	False		False		22	0.33920878	PDAC
C3N.02295.T	False																False														True	False				True	False		False		22	0.26179042	PDAC
X15BR003	False																False														True	False				True	False		False		22	0.24269244	BRCA
X14BR014	False																False														True	False				True	False		False		22	0.3329677	BRCA
X05BR003	False																False														True	False				True	False		False		22	0.2730375	BRCA
X11BR072	False																False														True	False				True	False		False		22	0.34040847	BRCA
C17OV015	False																False														True	False				True	False		False		22	0.34820694	OV
X05BR026	False																False														True	False				True	False		False		22	0.3104373	BRCA
X11BR032	False																False														True	False				True	False		False		22	0.25357804	BRCA
C3L.00083	False																False														True	False				True	False		False		22	0.31220815	LUAD
C3L.02660	False																False														True	False				True	False		False		22	0.3257753	LSCC
C3L.00902	False																False														True	False				True	False		False		22	0.27851403	CCRCC
C3L.01252.T	False																False														True	False				True	False		False		22	0.3182	UCEC
C3N.01003.T	False																False														True	False				True	False		False		22	0.27030283	UCEC
C3N.01380.T	False																False														True	False				True	False		False		22	0.292853	PDAC
C17OV011	False																False														True	False				True	False		False		22	0.26879776	OV
C26OV002	False																False														True	False				True	False		False		14	0.18106477	OV
C20CO003	False																False														True	False				True	False		True		14	0.28549865	COAD
C21CO006	False																False														True	False				True	False		True		4	0.2092286	COAD
C3L.01248.T	False																False														True	False				True	False		True		14	0.3200186	UCEC
C3L.01256.T	False																False														True	False				True	False		True		14	0.32160756	UCEC
C3L.00765	False																False														True	False				True	False		True		14	0.33261365	CCRCC
C3N.00150	False																False														True	False				True	False		True		14	0.3658869	CCRCC
C3L.00771.T	False																False														True	False				True	False		True		14	0.35213527	UCEC
C3N.01825.T	False																False														True	False				True	False		True		14	0.38882783	UCEC
C3N.00305	False																False														True	False				True	False		True		14	0.34309506	CCRCC
MB166_GR3	False																False														True	False				True	False		True		14	0.26355463	MEDUL
C3N.00646	False																False														True	False				True	False		True		14	0.24329208	CCRCC
C3N.01213	False																False														True	False				True	False		True		26	0.22385406	CCRCC
C3L.00581	False																False														True	False				True	False		True		26	0.17189029	CCRCC
C3N.00491	False																False														True	False				True	False		True		26	0.28641874	CCRCC
C20CO001	False																False														True	False				True	False		True		26	0.35712087	COAD
C26OV011	False																False														True	False				True	False		True		26	0.20901462	OV
C06CO002	False																False														True	False				True	False		True		24	0.2237423	COAD
C11CO043	False																False														True	False				True	False		True		26	0.18369508	COAD
C11CO057	False																False														True	False				True	False		True		26	0.2519544	COAD
C3N.00390	False																False														True	False				True	True	False			32	0.6415695	CCRCC
C3L.01281	False																False														True	False				True	True	False			32	0.6613222	CCRCC
C3N.00320	False																False														True	False				True	True	False			32	0.7294464	CCRCC
C3L.00079	False																False														True	False				True	True	False			32	0.6602545	CCRCC
C3N.00953	False																False														True	False				True	True	False			32	0.6292546	CCRCC
C3N.00148	False																False														True	False				True	True	False			32	0.8509008	CCRCC
C3L.00418	False																False														True	False				True	True	False			32	0.7344656	CCRCC
C3N.00244	False																False														True	False				True	True	False			32	0.73691475	CCRCC
C3N.01261	False																False														True	False				True	True	False			32	0.7559408	CCRCC
C3N.00194	False																False														True	False				True	True	False			32	0.7386669	CCRCC
C3N.01651	False																False														True	False				True	True	False			32	0.7262023	CCRCC
C3N.00242	False																False														True	False				True	True	False			32	0.2916054	CCRCC
C3N.00492	False																False														True	False				True	True	False			32	0.24094409	CCRCC
C3L.00359	False																False														True	False				True	True	False			32	0.3812755	CCRCC
C3N.01175	False																False														True	False				True	True	False			32	0.27336225	CCRCC
C3N.03933	False																False														True	False				True	True	True			10	0.32563344	HNSCC
C3N.03226	False																False														True	False				True	True	True			10	0.31942388	HNSCC
C3N.03928	False																False														True	False				True	True	True			10	0.24465176	HNSCC
C3L.00994	False																False														True	False				True	True	True			10	0.33847967	HNSCC
C3N.01944	False																False														True	False				True	True	True			10	0.2405737	HNSCC
C3N.02716	False																False														True	False				True	True	True			10	0.30533588	HNSCC
C3L.04025	False																False														True	False				True	True	True			10	0.36753336	HNSCC
C3N.02694	False																False														True	False				True	True	True			10	0.3281109	HNSCC
C3N.01947	False																False														True	False				True	True	True			10	0.59886163	HNSCC
C3N.03620	False																False														True	False				True	True	True			10	0.49775136	HNSCC
C3N.00825	False																False														True	False				True	True	True			10	0.37451452	HNSCC
C3N.02714	False																False														True	False				True	True	True			10	0.45426702	HNSCC
C05CO011	False																False														True	False				True	True	True			33	0.2568079	COAD
C09CO019	False																False														True	False				True	True	True			33	0.37096706	COAD
C11CO027	False																False														True	False				True	True	True			33	0.35843092	COAD
C11CO010	False																False														True	False				True	True	True			33	0.40313944	COAD
C11CO039	False																False														True	False				True	True	True			33	0.35066313	COAD
C11CO007	False																False														True	False				True	True	True			33	0.5590796	COAD
C11CO031	False																False														True	False				True	True	True			33	0.5754432	COAD
C11CO033	False																False														True	False				True	True	True			33	0.5179286	COAD
C11CO061	False																False														True	False				True	True	True			33	0.5228271	COAD
C11CO008	False																False														True	False				True	True	True			33	0.4782309	COAD
C11CO062	False																False														True	False				True	True	True			33	0.4727282	COAD
C16CO003	False																False														True	False				True	True	True			33	0.35246107	COAD
C11CO037	False																False														True	False				True	True	True			33	0.5196171	COAD
C11CO005	False																False														True	False				True	True	True			33	0.6657969	COAD
C11CO032	False																False														True	False				True	True	True			33	0.5983257	COAD
